book_id,author,book_title,book_wiki_url,count,adaptations,isbn,oclc,valid_identifier,metadata_updated,number_of_pages,subject_places,subjects,publish_date,publish_places,goodreads,gc_title,gc_language_code,gc_average_rating,gc_format,gc_ratings_count,gc_text_reviews_count,title,gc_authors
b_0156027607_10072735,Stanislaw Lem,Solaris (novel),https://en.wikipedia.org/wiki/Solaris_(novel),0,[],0156027607,10072735,True,True,204.0,['Planet Solaris'],"['Translations into English', 'English fiction', 'Polish Science fiction', 'Polish fiction', 'Translations from Polish', 'Science fiction', 'Protected DAISY', 'In library']",1987,['San Diego'],95558,Solaris,eng,3.98,,50446,1890,Solaris,"OrderedDict([('author', [OrderedDict([('id', '10991'), ('name', 'Stanisław Lem'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1246185166p5/10991.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1246185166p2/10991.jpg')])), ('link', 'https://www.goodreads.com/author/show/10991.Stanis_aw_Lem'), ('average_rating', '4.03'), ('ratings_count', '133003'), ('text_reviews_count', '7018')]), OrderedDict([('id', '112054'), ('name', 'Joanna Kilmartin'), ('role', 'Translator'), ('image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/f_200x266-3061b784cc8e7f021c6430c9aba94587.png')])), ('small_image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/f_50x66-6a03a5c12233c941481992b82eea8d23.png')])), ('link', 'https://www.goodreads.com/author/show/112054.Joanna_Kilmartin'), ('average_rating', '3.97'), ('ratings_count', '54350'), ('text_reviews_count', '2336')]), OrderedDict([('id', '63894'), ('name', 'Steve Cox'), ('role', 'Translator'), ('image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/m_200x266-d279b33f8eec0f27b7272477f09806be.png')])), ('small_image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/m_50x66-82093808bca726cb3249a493fbd3bd0f.png')])), ('link', 'https://www.goodreads.com/author/show/63894.Steve_Cox'), ('average_rating', '3.97'), ('ratings_count', '55097'), ('text_reviews_count', '2495')])])])"
b_9780142401774_55498517,Sarah Dessen,Someone like You (novel),https://en.wikipedia.org/wiki/Someone_like_You_(novel),0,[],9780142401774,55498517,True,True,288.0,,"['OverDrive', 'Fiction', 'Juvenile Fiction']","May 11, 2004",,816953,Someone Like You,eng,3.94,Paperback,88862,3413,Someone Like You (reissue),
b__9194864,Ray Bradbury,Something Wicked This Way Comes (novel),https://en.wikipedia.org/wiki/Something_Wicked_This_Way_Comes_(novel),0,[],,9194864,True,False,,,,,,,,,,,,,,
b_9631423883_,Imre Kertész,Fatelessness,https://en.wikipedia.org/wiki/Fatelessness,0,[],9631423883,,True,False,,,,,,,,,,,,,,
b_0064400204_9631903,William H. Armstrong,Sounder,https://en.wikipedia.org/wiki/Sounder,0,[],0064400204,9631903,True,True,116.0,,"['Fiction', 'African Americans', 'Juvenile fiction', 'Dogs', 'Dogs in fiction', 'Family life', 'Family life in fiction', 'Poverty', 'African Americans in fiction', 'Poverty in fiction', 'Newbery Medal', 'Family', 'Accessible book', 'Protected DAISY', 'In library', 'Noirs américains', 'Families', 'Pauvreté', 'Romans, nouvelles']",1995,['New York'],598117,Sounder,eng,3.96,Paperback,25778,937,Sounder,"OrderedDict([('author', [OrderedDict([('id', '117775'), ('name', 'William H. Armstrong'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1379104488p5/117775.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1379104488p2/117775.jpg')])), ('link', 'https://www.goodreads.com/author/show/117775.William_H_Armstrong'), ('average_rating', '3.96'), ('ratings_count', '27229'), ('text_reviews_count', '1151')]), OrderedDict([('id', '183593'), ('name', 'James Barkley'), ('role', 'Illustrations'), ('image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png')])), ('small_image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png')])), ('link', 'https://www.goodreads.com/author/show/183593.James_Barkley'), ('average_rating', '3.97'), ('ratings_count', '26356'), ('text_reviews_count', '1016')])])])"
b_0233973656_,Timothy Mo,Sour Sweet,https://en.wikipedia.org/wiki/Sour_Sweet,0,[],0233973656,,True,True,252.0,"['England', 'London (England)']","['Chinese', 'Drug traffic', 'Fiction', 'Restaurants', 'Restaurateurs', 'Protected DAISY', 'In library']",1982,['London'],201727,Sour Sweet,,3.72,,2,0,Sour sweet,
b_0394505557_8493271,James A. Michener,Space (novel),https://en.wikipedia.org/wiki/Space_(novel),0,[],0394505557,8493271,True,True,622.0,,"['Accessible book', 'Protected DAISY']",1982,['New York'],,,,,,,,Space,
b__144801069,Howard Fast,Spartacus (Fast novel),https://en.wikipedia.org/wiki/Spartacus_(Fast_novel),0,[],,144801069,True,False,,,,,,,,,,,,,,
b_0374371520_40298254,Laurie Halse Anderson,Speak (Anderson novel),https://en.wikipedia.org/wiki/Speak_(Anderson_novel),0,[],0374371520,40298254,True,True,197.0,,"['Mental health', 'Teenage girls', 'Emotional problems', 'Social isolation', 'Juvenile fiction', 'Protected DAISY', 'In library', 'Fiction', 'Accessible book', 'High schools', 'Schools', 'Emotional problems of children', 'Rape', 'Internet Archive Wishlist']",1999,['United States'],1039874,Speak,,4.01,Hardcover,756,126,Speak,
b_0394561104_15198625,Michael Crichton,Sphere (novel),https://en.wikipedia.org/wiki/Sphere_(novel),0,[],0394561104,15198625,True,True,385.0,"['Pacific Ocean', 'DH-8 Habitat']","['space ships', 'space vehicles', 'squid', 'psychology', 'giant squid', 'Twenty Thousand Leagues Under ', 'explosives', 'diving chambers', 'claustrophobia', 'psychologists', 'mathematicians', 'zoologists', 'astrophysicists', 'marine biologists', 'United States Navy', 'deep sea habitats', 'time travel', 'Life on other planets', 'In library', 'Open Library Staff Picks', 'Juvenile fiction', 'Scientists', 'Fiction', 'Science fiction', 'Protected DAISY', 'Large type books', 'Accessible book', 'Space vehicles']",1987,['New York'],355860,Sphere,en-US,3.79,Hardcover,411,43,Sphere,
b_0679736301_23652235,Patrick McGrath,Spider (novel),https://en.wikipedia.org/wiki/Spider_(novel),0,[],0679736301,23652235,True,True,221.0,['London (England)'],"['In library', 'Mentally ill', 'Schizophrenics', 'Patients', 'Fiction', 'Schizophrenia', 'Protected DAISY', 'Accessible book']",1991,['New York'],629845,Spider,,3.77,Paperback,201,19,Spider,
b_0688169716_,Elmore Leonard,Split Images,https://en.wikipedia.org/wiki/Split_Images,0,[],0688169716,,True,True,282.0,,"['Detective and mystery stories', 'OverDrive', 'Fiction', 'Mystery', 'In library', 'Manuscripts', 'Protected DAISY']",1999,['New York'],1838364,Split Images,,3.71,Paperback,15,1,Split images,
b_0224009710_3207715,Len Deighton,Spy Story (novel),https://en.wikipedia.org/wiki/Spy_Story_(novel),0,[],0224009710,3207715,True,True,224.0,,"['Fiction in English', 'Nuclear submarines', 'Fiction', 'Accessible book', 'Protected DAISY', 'In library']",1974,['London'],1409966,Spy Story,,3.80,Hardcover,0,0,Spy story.,
b_9780380977284_39313435,Neil Gaiman,Stardust (novel),https://en.wikipedia.org/wiki/Stardust_(novel),0,[],9780380977284,39313435,True,True,238.0,"['England', 'Inglaterra', 'London', 'Wall', 'Stormhold']","['Young men', 'Fiction', 'Protected DAISY', 'Brujas', 'underworld', 'Magia', 'Quests (Expeditions)', 'Jóvenes (Hombres)', 'Fantasy', 'OverDrive', 'Novela fantástica', 'Witches', 'Magic', 'Ficción', 'Búsquedas (Expediciones)', 'Internet Archive Wishlist', 'Young men -- Fiction', 'England -- Fiction']",1999,['New York'],618181,Stardust,,4.08,Hardcover,1671,306,Stardust,
b_9780380977284_39313435,Neil Gaiman,Stardust_(novel),https://en.wikipedia.org/wiki/Stardust_(novel),1,['Stardust'],9780380977284,39313435,True,True,238.0,"['England', 'Inglaterra', 'London', 'Wall', 'Stormhold']","['Young men', 'Fiction', 'Protected DAISY', 'Brujas', 'underworld', 'Magia', 'Quests (Expeditions)', 'Jóvenes (Hombres)', 'Fantasy', 'OverDrive', 'Novela fantástica', 'Witches', 'Magic', 'Ficción', 'Búsquedas (Expediciones)', 'Internet Archive Wishlist', 'Young men -- Fiction', 'England -- Fiction']",1999,['New York'],618181,Stardust,,4.08,Hardcover,1671,306,Stardust,
b__2797649,Robert A. Heinlein,Starship Troopers,https://en.wikipedia.org/wiki/Starship_Troopers,0,[],,2797649,True,True,223.0,,"['Fiction', 'Hugo Award Winner', 'Large type books', 'Science fiction', 'Space warfare', 'award:hugo_award=1960', 'award:hugo_award=novel', 'Accessible book', 'Protected DAISY', 'In library', 'Long Now Manual for Civilizati']",1975,['London'],1277111,Starship Troopers,,4.00,Hardcover,15,1,Starship troopers,
b_074455943_44562574,Anthony Horowitz,Stormbreaker (novel),https://en.wikipedia.org/wiki/Stormbreaker_(novel),0,[],074455943,44562574,True,False,,,,,,,,,,,,,,
b_9780553212778_,Robert Louis Stevenson,Strange Case of Dr Jekyll and Mr Hyde,https://en.wikipedia.org/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,0,[],9780553212778,,True,True,119.0,['London'],"['In library', 'Conduct of life', 'London (England)', 'Science Fiction & Fantasy', 'Self-experimentation in medici', 'Accessible book', 'Physicians in fiction', 'Fiction', 'England in fiction', 'OverDrive', 'Supernatural', 'Scottish Horror tales', 'Horror fiction', 'Mystery and detective stories', 'Physicians', 'Horror', 'Classic Literature', 'Open Library Staff Picks', 'Protected DAISY', 'Self-experimentation in medici', 'open_syllabus_project', 'Multiple personality in fictio', 'Conduct of life in fiction', 'Supernatural in fiction', 'Juvenile fiction', 'History and criticism', 'Horror tales', 'English fiction', 'Social conditions', 'Horror stories', 'Multiple personality', 'Internet Archive Wishlist', 'Good and evil']",1981,['New York'],51499,Dr. Jekyll and Mr. Hyde,eng,3.80,Mass Market Paperback,1026,112,Dr. Jekyll and Mr. Hyde,"OrderedDict([('author', [OrderedDict([('id', '854076'), ('name', 'Robert Louis Stevenson'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1192746024p5/854076.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1192746024p2/854076.jpg')])), ('link', 'https://www.goodreads.com/author/show/854076.Robert_Louis_Stevenson'), ('average_rating', '3.84'), ('ratings_count', '975316'), ('text_reviews_count', '30385')]), OrderedDict([('id', '53408'), ('name', 'Jerome Charyn'), ('role', 'Afterword'), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1299339792p5/53408.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1299339792p2/53408.jpg')])), ('link', 'https://www.goodreads.com/author/show/53408.Jerome_Charyn'), ('average_rating', '3.54'), ('ratings_count', '4989'), ('text_reviews_count', '876')])])])"
b_0679419810_,Carl Hiaasen,Strip Tease (novel),https://en.wikipedia.org/wiki/Strip_Tease_(novel),0,[],0679419810,,True,True,353.0,"['United States', 'Estados Unidos']","['Fiction', 'Legislators', 'Stripteasers', 'Ficción', 'Extortion', 'Novela de misterio', 'Chantaje', 'Suspense fiction', 'Adventure stories', 'Novela policíaca', 'Legisladores', 'In library', 'Protected DAISY']",1993,['New York'],528499,Strip Tease,eng,3.84,Hardcover,146,21,Strip tease,
b_2226109501_,Amélie Nothomb,Fear and Trembling (Nothomb),https://en.wikipedia.org/wiki/Fear_and_Trembling_(Nothomb),0,[],2226109501,,True,True,174.0,,['Protected DAISY'],1999,['Paris'],845712,Stupeur et tremblements,fre,3.72,Paperback,146,17,Stupeur et tremblements,
b__5973192,Arthur Ransome,Swallows and Amazons,https://en.wikipedia.org/wiki/Swallows_and_Amazons,0,[],,5973192,True,False,,,,,,,,,,,,,,
b_0440978505_,S.E. Hinton,Tex (novel),https://en.wikipedia.org/wiki/Tex_(novel),0,[],0440978505,,True,True,191.0,['Oklahoma'],"['Brothers', 'Fiction', 'Self-reliance', 'Accessible book', 'Protected DAISY', 'In library', 'Fiction in English', 'Brothers and sisters', 'Juvenile fiction', 'Teenage boys']",1982,['New York'],6439138,Tex,en-US,3.83,Mass Market Paperback,321,39,Tex,
b_0394541545_,James A. Michener,Texas (novel),https://en.wikipedia.org/wiki/Texas_(novel),0,[],0394541545,,True,True,1096.0,['Texas'],"['In library', 'Accessible book', 'Fiction', 'Belletristische Darstellung', 'Protected DAISY', 'Texas in fiction', 'Internet Archive Wishlist', 'History']",1985,['New York'],1398138,Texas,eng,4.08,Hardcover,181,27,Texas,
b_053109538_34475372,Sarah Dessen,That Summer (Dessen novel),https://en.wikipedia.org/wiki/That_Summer_(Dessen_novel),0,[],053109538,34475372,True,False,,,,,,,,,,,,,,
b_9780399162411_999590913,,The 5th Wave_(novel),https://en.wikipedia.org/wiki/The 5th Wave_(novel),1,['The 5th Wave'],9780399162411,999590913,True,True,457.0,,"['Science fiction', 'War stories', 'Survival', 'Extraterrestrial beings', 'Juvenile fiction', 'War', 'Fiction']",2013,['New York'],,,,,,,,The 5th Wave,
b_9781579126247_,Agatha Christie,The A.B.C. Murders,https://en.wikipedia.org/wiki/The_A.B.C._Murders,0,[],9781579126247,,True,True,256.0,"['England', 'Inglaterra']","['Asesinatos seriales', 'Belgians', 'Ficción', 'Fiction', 'Fiction in English', 'Hercule Poirot (Fictitious cha', 'Investigadores privados', 'Poirot, Hercule (Personaje lit', 'Private investigators', 'Serial murders', 'Accessible book', 'Protected DAISY', 'Detective and mystery stories', 'In library']","September 1, 2006",,16322,"The A.B.C. Murders (Hercule Poirot, #13)",eng,4.00,Hardcover,64234,2200,ABC Murders,
b_9780345452009_12432313,Anne Tyler,The Accidental Tourist,https://en.wikipedia.org/wiki/The_Accidental_Tourist,0,[],9780345452009,12432313,True,True,352.0,"['Baltimore (Md.)', 'Maryland', 'Baltimore']","['In library', 'Death', 'Psychological fiction', 'Psychology', 'Open Library Staff Picks', 'Accessible book', 'Men', 'Fiction', 'Popular Print Disabled Books', 'Children in fiction', 'National Book Critics Circle A', 'Travel writing in fiction', 'Protected DAISY', 'award:national_book_critics_ci', 'Travel writing', 'Men in fiction', 'Children', 'award:national_book_critics_ci']","April 9, 2002",,60792,The Accidental Tourist,eng,3.91,Paperback,87557,1760,The Accidental Tourist,
b__47052486,Mark Twain,The Adventures of Tom Sawyer,https://en.wikipedia.org/wiki/The_Adventures_of_Tom_Sawyer,0,[],,47052486,True,True,260.0,"['Missouri', 'Mississippi River', 'Mississippi River Valley', 'Misuri', 'Southern States', 'Mississippi', 'Misisipí (Río)', 'United States', 'Río Misisipi']","['Huckleberry Finn (Fictitious c', 'In library', 'Male friendship', 'Adventure and adventures', 'Spanish language books', 'Readers', 'Runaway children', 'Fiction', 'Child witnesses', 'Relatos de aventura', 'Juvenile literature', 'Lending library', 'Adventure stories', 'Race relations', 'American Adventure stories', 'Specimens', 'Facsimiles', 'Boys', 'Tom Sawyer (Fictitious charact', 'Historical fiction', 'Dummies (Bookselling)', 'Large type books', 'Manuscripts', 'Accessible book', 'Readers for new literates', 'Mississippi River', ""Children's stories, American"", 'Adventure and adventurers', 'High interest-low vocabulary b', 'Ficción juvenil', 'open_syllabus_project', ""Children's stories"", 'Missouri', 'Sawyer, Tom (Personaje literar', 'Muchachos', 'Cartoons and comics', 'History', 'Social life and customs', 'Niños', 'Translations into Russian', 'Translations into Polish', 'Juvenile fiction', 'History and criticism', 'Spanish language', 'Translations into Czech', 'Fugitive slaves', 'Protected DAISY', 'American Manuscripts', 'Internet Archive Wishlist', 'Boys -- Missouri -- Fiction', 'Novels, other prose & writers:', 'Mississippi River -- Fiction']",2001,['New York'],1852110,The Adventures of Tom Sawyer,eng,3.91,Paperback,122,12,The adventures of Tom Sawyer,
b_0451213238_56555113,Irving Stone,The Agony and the Ecstasy (novel),https://en.wikipedia.org/wiki/The_Agony_and_the_Ecstasy_(novel),0,[],0451213238,56555113,True,True,784.0,,"['Protected DAISY', 'In library', 'Fiction', 'Artists']","September 7, 2004",,40473,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,en-US,4.07,Paperback,907,129,The Agony and the Ecstasy,
b_9780891908548_,Lawrence Sanders,The Anderson Tapes (novel),https://en.wikipedia.org/wiki/The_Anderson_Tapes_(novel),0,[],9780891908548,,True,True,,"['New York', 'New York (N.Y.)', 'New York (State)']","['Edward X. Delaney (Fictitious ', 'Fiction', 'Large type books', 'Police', 'In library', 'Protected DAISY']",June 1940,,5318963,Anderson Tapes,,3.68,Hardcover,4,0,The Anderson Tapes,
b_0394415256_12231,Michael Crichton,The Andromeda Strain,https://en.wikipedia.org/wiki/The_Andromeda_Strain,0,[],0394415256,12231,True,False,,,,,,,,,,,,,,
b_0002239728_60115623,Robert Ludlum,The Apocalypse Watch,https://en.wikipedia.org/wiki/The_Apocalypse_Watch,0,[],0002239728,60115623,True,True,645.0,"['United States', 'Europe']","['Fiction', 'Brothers', 'Conspiracies', 'Intelligence service', 'Fascism', 'Translations into Russian', 'American Detective and mystery', 'Adventure stories', 'English fiction', 'Spy stories', 'Protected DAISY', 'In library']",1995,['London'],275759,The Apocalypse Watch,,3.88,,6,0,The apocalypse watch,
b_9780671028473_,Mordecai Richler,The Apprenticeship of Duddy Kravitz (novel),https://en.wikipedia.org/wiki/The_Apprenticeship_of_Duddy_Kravitz_(novel),0,[],9780671028473,,True,True,384.0,['Canada'],"['In library', 'English fiction', 'Jews', 'Fiction']","March 1, 1999",,203073,The Apprenticeship of Duddy Kravitz,eng,3.71,Paperback,6671,175,The Apprenticeship of Duddy Kravitz,
b_0140186778_,Jack London,"The Assassination Bureau, Ltd","https://en.wikipedia.org/wiki/The_Assassination_Bureau,_Ltd",0,[],0140186778,,True,True,164.0,,"['Assassination', 'Fiction', 'Large type books', 'Protected DAISY', 'In library']",1994,['New York'],1684752,"The Assassination Bureau, Ltd.",en-GB,3.80,Paperback,66,14,"The Assassination Bureau, Ltd.","OrderedDict([('author', [OrderedDict([('id', '1240'), ('name', 'Jack London'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1508674808p5/1240.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1508674808p2/1240.jpg')])), ('link', 'https://www.goodreads.com/author/show/1240.Jack_London'), ('average_rating', '3.95'), ('ratings_count', '654297'), ('text_reviews_count', '22025')]), OrderedDict([('id', '302744'), ('name', 'Robert L. Fish'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1368139306p5/302744.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1368139306p2/302744.jpg')])), ('link', 'https://www.goodreads.com/author/show/302744.Robert_L_Fish'), ('average_rating', '3.82'), ('ratings_count', '1442'), ('text_reviews_count', '251')]), OrderedDict([('id', '150717'), ('name', 'Donald E. Pease'), ('role', 'Contributor'), ('image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/m_200x266-d279b33f8eec0f27b7272477f09806be.png')])), ('small_image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/m_50x66-82093808bca726cb3249a493fbd3bd0f.png')])), ('link', 'https://www.goodreads.com/author/show/150717.Donald_E_Pease'), ('average_rating', '3.52'), ('ratings_count', '454'), ('text_reviews_count', '77')])])])"
b_9780394516479_,Ron Hansen,The Assassination of Jesse James by the Coward Robert Ford (novel),https://en.wikipedia.org/wiki/The_Assassination_of_Jesse_James_by_the_Coward_Robert_Ford_(novel),0,[],9780394516479,,True,True,304.0,,"['Outlaws', 'Internet Archive Wishlist', 'Fiction']",1983,['New York'],1168957,Assas of Jesse James,,3.91,Hardcover,6,0,"The assassination of Jesse James by the coward, Robert Ford",
b_0224020404_,Roald Dahl,The BFG,https://en.wikipedia.org/wiki/The_BFG,0,[],0224020404,,True,True,224.0,,"['Giants', 'In library', 'Open Library Staff Picks', 'Orphans', 'Ficción juvenil', 'Fiction', 'Juvenile fiction', 'OverDrive', 'Gigantes', 'Protected DAISY', 'Juvenile Literature', 'Accessible book', 'Huérfanos']",1982,['London'],1754747,The BFG,,4.22,Hardcover,226,19,The BFG,"OrderedDict([('author', [OrderedDict([('id', '4273'), ('name', 'Roald Dahl'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1311554908p5/4273.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1311554908p2/4273.jpg')])), ('link', 'https://www.goodreads.com/author/show/4273.Roald_Dahl'), ('average_rating', '4.12'), ('ratings_count', '2766288'), ('text_reviews_count', '81101')]), OrderedDict([('id', '146'), ('name', 'Quentin Blake'), ('role', 'Illustrator'), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1357194118p5/146.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1357194118p2/146.jpg')])), ('link', 'https://www.goodreads.com/author/show/146.Quentin_Blake'), ('average_rating', '4.12'), ('ratings_count', '2608490'), ('text_reviews_count', '69763')])])])"
b_0670870145_59624863,Alex Garland,The Beach (novel),https://en.wikipedia.org/wiki/The_Beach_(novel),0,[],0670870145,59624863,True,True,448.0,['Southeast Asia'],"['Beaches', 'Fiction', 'Literature', 'OverDrive', 'Accessible book', 'Protected DAISY', 'In library', 'Modern fiction', 'Travelers', 'Eden', 'Fiction - General', 'General', 'Fiction / General']","October 14, 1996",,2486417,The Beach,eng,3.93,Paperback,31,1,Beach (UK Edition),
b__861764005,Richard Matheson,The Beardless Warriors,https://en.wikipedia.org/wiki/The_Beardless_Warriors,0,[],,861764005,True,False,,,,,,,,,,,,,,
b_0152060499_586722,Andre Norton,The Beast Master,https://en.wikipedia.org/wiki/The_Beast_Master,0,[],0152060499,586722,True,False,,,,,,,,,,,,,,
b_0595149235_,Edward Levy,The Beast Within (novel),https://en.wikipedia.org/wiki/The_Beast_Within_(novel),0,[],0595149235,,True,True,264.0,,"['Protected DAISY', 'Accessible book', 'In library', 'Movies', 'Motion Pictures', 'Films', 'Novelization', 'Horror']",November 2000,,314245,The Beast Within,,3.61,Paperback,146,14,The Beast Within,
b__9647950,Arthur Ransome,The Big Six,https://en.wikipedia.org/wiki/The_Big_Six,0,[],,9647950,True,False,,,,,,,,,,,,,,
b__42659496,Raymond Chandler,The Big Sleep,https://en.wikipedia.org/wiki/The_Big_Sleep,0,[],,42659496,True,False,,,,,,,,,,,,,,
b__7822613,Cornell Woolrich,The Black Curtain,https://en.wikipedia.org/wiki/The_Black_Curtain,0,[],,7822613,True,False,,,,,,,,,,,,,,
b_0892962062_15517895,James Ellroy,The Black Dahlia (novel),https://en.wikipedia.org/wiki/The_Black_Dahlia_(novel),0,[],0892962062,15517895,True,True,325.0,"['California', 'Los Angeles', 'Los Angeles (Calif.)', 'Los Angeles (California)']","['Fiction', 'Police in fiction', 'Murder in fiction', 'Police', 'Delitos', 'In library', 'Crime', 'OverDrive', 'Detective and mystery stories', 'Young women in fiction', 'Novela policíaca', 'Young women', 'Ficción', 'Crime in fiction', 'Murder', 'Thriller', 'Internet Archive Wishlist']",1987,['New York'],541011,The Black Dahlia,eng,3.75,Hardcover,142,18,The black dahlia,
b_0892962062_15517895,James Ellroy,The Black Dahlia_(novel),https://en.wikipedia.org/wiki/The Black Dahlia_(novel),1,['The Black Dahlia'],0892962062,15517895,True,True,325.0,"['California', 'Los Angeles', 'Los Angeles (Calif.)', 'Los Angeles (California)']","['Fiction', 'Police in fiction', 'Murder in fiction', 'Police', 'Delitos', 'In library', 'Crime', 'OverDrive', 'Detective and mystery stories', 'Young women in fiction', 'Novela policíaca', 'Young women', 'Ficción', 'Crime in fiction', 'Murder', 'Thriller', 'Internet Archive Wishlist']",1987,['New York'],541011,The Black Dahlia,eng,3.75,Hardcover,142,18,The black dahlia,
b__7148659,Jack Finney,The Body Snatchers,https://en.wikipedia.org/wiki/The_Body_Snatchers,0,[],,7148659,True,True,191.0,,['Internet Archive Wishlist'],1955,['New York'],,,,,,,,The body snatchers,
b_0312427573_213470814,Tom Wolfe,The Bonfire of the Vanities,https://en.wikipedia.org/wiki/The_Bonfire_of_the_Vanities,0,[],0312427573,213470814,True,True,,"['New York (State)', 'New York', 'États-Unis', 'Manhattan', 'Bronx', 'Wall Street', 'America', 'Harlem', 'Park Avenue', 'Gibralter']","['Fiction', 'Traffic accidents', 'City and town life', 'Stockbrokers', 'Bankers', 'Accessible book', 'Protected DAISY', 'In library', 'Littérature américaine']",2004,"['New York, USA']",42929842,The Bonfire of the Vanities,eng,3.85,ebook,1,0,The Bonfire of the Vanities,
b_033036426_183612599,,The Book Thief,https://en.wikipedia.org/wiki/The Book Thief,1,['The Book Thief'],033036426,183612599,True,False,,,,,,,,,,,,,,
b_033036426_183612599,Markus Zusak,The Book Thief,https://en.wikipedia.org/wiki/The_Book_Thief,0,[],033036426,183612599,True,False,,,,,,,,,,,,,,
b_9780812978179_141385012,E.L. Doctorow,The Book of Daniel (novel),https://en.wikipedia.org/wiki/The_Book_of_Daniel_(novel),0,[],9780812978179,141385012,True,True,320.0,['United States'],"['Executions and executioners', 'Fiction', 'Jewish families', 'Jews', 'Trials (Espionage)']","July 10, 2007",,749473,The Book of Daniel,,3.86,Paperback,258,26,The Book of Daniel,
b__7557055,Mary Norton (author),The Borrowers,https://en.wikipedia.org/wiki/The_Borrowers,0,[],,7557055,True,True,159.0,,"['In library', 'Juvenile fiction', 'Fantasy', ""Children's stories"", 'Protected DAISY', 'Accessible book', 'Internet Archive Wishlist']",1952,['London'],,,,,,,,The borrowers,
b_0399900705_5675357,Robert Ludlum,The Bourne Identity_(novel),https://en.wikipedia.org/wiki/The Bourne Identity_(novel),1,['The Bourne Identity'],0399900705,5675357,True,True,523.0,['Switzerland'],"['Jason Bourne (Fictitious chara', 'Popular Print Disabled Books', 'Terrorists', 'Accessible book', 'Intelligence officers', 'United States. Central Intelli', 'Fiction', 'United States', 'Amnesia', 'Protected DAISY', 'Undercover operations', 'Internet Archive Wishlist']",1980,['New York'],790316,"The Bourne Identity (Jason Bourne, #1)",eng,4.01,Hardcover,419,61,The Bourne identity,
b_0394543963_12371273,Robert Ludlum,The Bourne Supremacy,https://en.wikipedia.org/wiki/The Bourne Supremacy,1,['The Bourne Supremacy'],0394543963,12371273,True,True,597.0,,"['Jason Bourne (Fictitious chara', 'Terrorists', 'In library', 'United States. Central Intelli', 'Fiction', 'United States']",1986,['New York'],908329,"The Bourne Supremacy (Jason Bourne, #2)",eng,4.11,Hardcover,438,36,The Bourne supremacy,
